17889,State,PopulationLatitude,,Longitude
Rockville,Maryland,68079,39.0834,-77.1552
Rockville,Minnesota,2585,45.465,-94.3222
Rockville,Missouri,157,38.0713,-94.0803
Rockville,Nebraska,100,41.1183,-98.8312
Rockville,South Carolina,136,32.6024,-80.1935
Rockville,Utah,269,37.1478,-113.055
Rockville Centre,New York,24550,40.6644,-73.6383
Rockwall,Texas,45888,32.9169,-96.4377
Rockwell,Iowa,990,42.98,-93.1871
Rockwell,North Carolina,2159,35.5538,-80.4072
Rockwell City,Iowa,2082,42.3981,-94.6289
Rockwood,Illinois,41,37.8405,-89.6968
Rockwood,Michigan,3158,42.0705,-83.243
Rockwood,Tennessee,5425,35.8693,-84.6731
Rocky,Oklahoma,152,35.156,-99.0593
Rocky Ford,Colorado,3815,38.05,-103.723
Rocky Ford,Georgia,137,32.6636,-81.8297
Rocky Mound,Texas,75,33.0287,-95.0291
Rocky Mount,North Carolina,53922,35.9676,-77.8048
Rocky Mount,Virginia,4724,37.0045,-79.8854
Rocky Ridge,Ohio,407,41.531,-83.2126
Rocky Ridge,Utah,858,39.9197,-111.826
Rocky Ripple,Indiana,652,39.8484,-86.1731
Rocky River,Ohio,19986,41.4703,-81.8526
Rodessa,Louisiana,261,32.9735,-93.9969
Rodman,Iowa,41,43.0266,-94.5272
Rodney,Iowa,57,42.2048,-95.9508
Roe,Arkansas,96,34.6311,-91.386
Roeland Park,Kansas,6688,39.0358,-94.6374
Roff,Oklahoma,713,34.6288,-96.8411
Rogers,Arkansas,68669,36.3172,-94.1526
Rogers,Minnesota,13490,45.1865,-93.5783
Rogers,Nebraska,94,41.4643,-96.9159
Rogers,North Dakota,41,47.074,-98.2031
Rogers,Ohio,224,40.7897,-80.6275
Rogers,Texas,1252,30.93,-97.2291
Rogers City,Michigan,2653,45.415,-83.8181
Rogersville,Alabama,1251,34.8251,-87.2821
Rogersville,Missouri,3863,37.1147,-93.0742
Rogersville,Tennessee,4377,36.4081,-83.0043
Rogue River,Oregon,2331,42.4354,-123.168
Rohnert Park,California,43291,38.348,-122.696
Roland,Iowa,1254,42.1661,-93.5029
Roland,Oklahoma,3911,35.4147,-94.5137
Rolesville,North Carolina,8501,35.9224,-78.4656
Rolette,North Dakota,593,48.6609,-99.8417
Rolfe,Iowa,532,42.8129,-94.5313
Rolla,Kansas,356,37.1179,-101.632
Rolla,Missouri,20431,37.9458,-91.7608
Rolla,North Dakota,1252,48.8527,-99.6142
Rolling Fields,Kentucky,661,38.2689,-85.6708
Rolling Fork,Mississippi,1929,32.9073,-90.8769
Rolling Hills,California,1845,33.76,-118.347
Rolling Hills,Kentucky,989,38.2825,-85.5784
Rolling Hills,Wyoming,424,42.9037,-105.843
Rolling Hills Estates,California,8058,33.7783,-118.351
Rolling Meadows,Illinois,23532,42.0747,-88.0252
Rollingstone,Minnesota,639,44.0993,-91.8187
Rollingwood,Texas,1585,30.2736,-97.7867
Roma,Texas,11490,26.4166,-99.006
Roman Forest,Texas,2006,30.1813,-95.1548
Rome,Georgia,36716,34.2661,-85.1862
Rome,Iowa,116,40.9821,-91.6816
Rome,New York,32148,43.226,-75.4909
Rome,Wisconsin,2752,42.9823,-88.6389
Rome City,Indiana,1397,41.4892,-85.361
Romeo,Colorado,411,37.1718,-105.985
Romeo,Michigan,3606,42.8049,-83.0041
Romeoville,Illinois,39746,41.6318,-88.0996
Romney,West Virginia,1695,39.3454,-78.7564
Romulus,Michigan,23573,42.2237,-83.366
Ronan,Montana,2116,47.5287,-114.1
Ronceverte,West Virginia,1670,37.7503,-80.4714
Ronda,North Carolina,411,36.2217,-80.9432
Rondo,Arkansas,166,34.6575,-90.8208
Roodhouse,Illinois,1677,39.484,-90.3741
Roopville,Georgia,229,33.4567,-85.1304
Roosevelt,Minnesota,138,48.807,-95.101
Roosevelt,Oklahoma,230,34.8477,-99.0227
Roosevelt,Utah,7233,40.2924,-110.009
Roosevelt Park,Michigan,3796,43.1981,-86.2733
Roper,North Carolina,539,35.8786,-76.617
Ropesville,Texas,427,33.4132,-102.155
Rosa,Alabama,319,33.9885,-86.5037
Rosalia,Washington,558,47.2363,-117.376
Rosalie,Nebraska,162,42.0574,-96.5128
Roscoe,Illinois,10510,42.4256,-89.0083
Roscoe,Minnesota,113,45.4323,-94.6364
Roscoe,Missouri,117,37.9774,-93.8138
Roscoe,South Dakota,289,45.4501,-99.337
Roscoe,Texas,1285,32.4419,-100.532
Roscommon,Michigan,1050,44.4915,-84.5914
Rose Bud,Arkansas,488,35.3249,-92.0811
Rose City,Michigan,632,44.4209,-84.116
Rose City,Texas,484,30.1049,-94.0506
Rose Creek,Minnesota,424,43.6045,-92.8289
Rose Hill,Illinois,81,39.1043,-88.1499
Rose Hill,Iowa,163,41.3203,-92.4637
Rose Hill,Kansas,3968,37.5702,-97.1361
Rose Hill,North Carolina,1618,34.8263,-78.0259
Rose Hill Acres,Texas,436,30.1933,-94.193
Roseau,Minnesota,2672,48.8446,-95.7623
Roseboro,North Carolina,1167,34.9536,-78.5121
Rosebud,Missouri,405,38.385,-91.4024
Rosebud,Texas,1349,31.0756,-96.9749
Roseburg,Oregon,23479,43.2232,-123.352
Rosebush,Michigan,362,43.6998,-84.7657
Rosedale,Indiana,706,39.6225,-87.2818
Rosedale,Louisiana,743,30.4429,-91.4601
Rosedale,Mississippi,1588,33.8525,-91.0339
Rosedale,Oklahoma,71,34.9188,-97.1855
Roseland,Indiana,636,41.7176,-86.2505
Roseland,Kansas,67,37.2805,-94.8438
Roseland,Louisiana,1262,30.7646,-90.5114
Roseland,Nebraska,267,40.4698,-98.5587
Roselle,Illinois,22463,41.9807,-88.0861
Rosemead,California,54058,34.0689,-118.082
Rosemont,Illinois,4066,41.989,-87.8717
Rosemont,Maryland,322,39.3317,-77.6214
Rosemount,Minnesota,25207,44.7465,-93.0662
Rosenberg,Texas,38307,29.546,-95.822
Rosendale,Missouri,146,40.0409,-94.8236
Rosendale,Wisconsin,1031,43.808,-88.6731
Rosepine,Louisiana,1539,30.9208,-93.2857
Roseville,California,141500,38.7703,-121.32
Roseville,Illinois,898,40.7307,-90.6638
Roseville,Michigan,47018,42.5074,-82.9369
Roseville,Minnesota,36457,45.0155,-93.1545
Roseville,Ohio,1839,39.8064,-82.0758
Rosholt,South Dakota,429,45.8662,-96.7316
Rosholt,Wisconsin,486,44.63,-89.3052
Rosiclare,Illinois,1014,37.4239,-88.3501
Roslyn,New York,2902,40.799,-73.6491
Roslyn,South Dakota,168,45.4965,-97.4932
Roslyn,Washington,958,47.2511,-121.099
Roslyn Estates,New York,1233,40.7937,-73.6611
Roslyn Harbor,New York,1108,40.8157,-73.6378
Rosman,North Carolina,615,35.1458,-82.8201
Ross,California,2451,37.9638,-122.561
Ross,North Dakota,113,48.3128,-102.543
Ross,Texas,284,31.7282,-97.1123
Rossburg,Ohio,185,40.2803,-84.6385
Rosser,Texas,400,32.4648,-96.4431
Rossford,Ohio,6562,41.5832,-83.5692
Rossie,Iowa,68,43.0137,-95.1886
Rosston,Arkansas,237,33.5877,-93.2798
Rosston,Oklahoma,32,36.8128,-99.9328
Rossville,Georgia,4009,34.9747,-85.2898
Rossville,Illinois,1217,40.3815,-87.67
Rossville,Indiana,1545,40.4196,-86.5958
Rossville,Kansas,1124,39.1358,-95.9496
Rossville,Tennessee,962,35.0323,-89.5612
Roswell,Georgia,94763,34.0391,-84.3513
Roswell,New Mexico,47551,33.373,-104.529
Roswell,Ohio,215,40.4759,-81.348
Rotan,Texas,1438,32.854,-100.466
Rothbury,Michigan,448,43.52,-86.3588
Rothsay,Minnesota,471,46.4735,-96.2845
Rothschild,Wisconsin,5267,44.8761,-89.6173
Rothville,Missouri,92,39.6539,-93.0636
Round Hill,Virginia,656,39.1319,-77.7681
Round Lake,Illinois,18100,42.3435,-88.1058
Round Lake,Minnesota,368,43.5372,-95.4705
Round Lake,New York,770,42.9376,-73.7958
Round Lake Beach,Illinois,27100,42.379,-88.0811
Round Lake Heights,Illinois,2645,42.3855,-88.1038
Round Lake Park,Illinois,7747,42.3309,-88.075
Round Mountain,Texas,169,30.4298,-98.3609
Round Rock,Texas,133372,30.5254,-97.666
Round Top,Texas,90,30.064,-96.6959
Roundup,Montana,1850,46.4485,-108.54
Rouses Point,New York,2126,44.9933,-73.3633
Rowan,Iowa,150,42.7391,-93.5504
Rowesville,South Carolina,279,33.3722,-80.8362
Rowland,North Carolina,992,34.5362,-79.2928
Rowlesburg,West Virginia,572,39.3482,-79.6764
Rowlett,Texas,67339,32.9157,-96.5488
Rowley,Iowa,270,42.3685,-91.8443
Roxana,Illinois,1434,38.8318,-90.0466
Roxboro,North Carolina,8309,36.3879,-78.9812
Roxie,Mississippi,466,31.5046,-91.0674
Roxobel,North Carolina,212,36.2015,-77.2398
Roxton,Texas,639,33.5453,-95.7247
Roy,New Mexico,211,35.9451,-104.196
Roy,Utah,39613,41.1715,-112.049
Roy,Washington,822,46.997,-122.542
Royal,Illinois,277,40.1932,-87.9725
Royal,Iowa,409,43.0644,-95.2837
Royal,Nebraska,58,42.3331,-98.125
Royal Center,Indiana,834,40.8643,-86.5001
Royal City,Washington,2237,46.9019,-119.621
Royal Lakes,Illinois,185,39.1117,-89.9607
Royal Oak,Michigan,59277,42.5084,-83.1539
Royal Palm Beach,Florida,40396,26.7038,-80.2241
Royalton,Illinois,1117,37.8773,-89.1142
Royalton,Minnesota,1233,45.8302,-94.2931
Royse City,Texas,14702,32.9762,-96.3175
Royston,Georgia,2571,34.2859,-83.1097
Rozel,Kansas,140,38.1954,-99.4032
Ruby,South Carolina,339,34.7461,-80.1799
Rudd,Iowa,346,43.1275,-92.9046
Rudolph,Wisconsin,973,44.4972,-89.8018
Rudy,Arkansas,149,35.5285,-94.241
Rufus,Oregon,253,45.6919,-120.743
Rugby,North Dakota,2590,48.3656,-99.9906
Ruidoso,New Mexico,7901,33.3647,-105.643
Ruidoso Downs,New Mexico,2574,33.3312,-105.597
Rule,Texas,599,33.182,-99.8933
Ruleville,Mississippi,2557,33.7245,-90.55
Rulo,Nebraska,160,40.0517,-95.4306
Ruma,Illinois,304,38.1306,-90.0004
Runaway Bay,Texas,1576,33.1773,-97.871
Runge,Texas,1138,28.8859,-97.7134
Runnells,Iowa,504,41.5141,-93.3604
Rupert,Idaho,5893,42.6189,-113.674
Rupert,West Virginia,894,37.9649,-80.687
Rural Hall,North Carolina,3264,36.2251,-80.2973
Rural Retreat,Virginia,1448,36.901,-81.2765
Rush Center,Kansas,157,38.4649,-99.3109
Rush City,Minnesota,3218,45.6875,-92.9654
Rush Hill,Missouri,143,39.2104,-91.7246
Rush Springs,Oklahoma,1256,34.7792,-97.9572
Rush Valley,Utah,494,40.3613,-112.451
Rushford,Minnesota,1695,43.8131,-91.7535
Rushford Village,Minnesota,836,43.8033,-91.7915
Rushmore,Minnesota,335,43.6197,-95.799
Rushsylvania,Ohio,530,40.4613,-83.6712
Rushville,Illinois,2847,40.1199,-90.5666
Rushville,Indiana,6008,39.6172,-85.4463
Rushville,Missouri,280,39.5874,-95.0237
Rushville,Nebraska,879,42.7134,-102.466
Rushville,New York,666,42.7607,-77.2274
Rushville,Ohio,309,39.7644,-82.4304
Rusk,Texas,5602,31.7978,-95.1491
Ruskin,Nebraska,113,40.144,-97.867
Ruso,North Dakota,4,47.8373,-100.934
Russell,Arkansas,217,35.3621,-91.5101
Russell,Iowa,536,40.9801,-93.2005
Russell,Kansas,4423,38.8878,-98.8513
Russell,Kentucky,3231,38.5116,-82.6996
Russell,Minnesota,342,44.3199,-95.9474
Russell Gardens,New York,946,40.7809,-73.7254
Russell Springs,Kansas,24,38.9128,-101.176
Russell Springs,Kentucky,2638,37.0509,-85.0774
Russells Point,Ohio,1390,40.468,-83.8939
Russellville,Alabama,9737,34.5056,-87.7282
Russellville,Arkansas,29175,35.2763,-93.1383
Russellville,Illinois,86,38.8188,-87.53
Russellville,Indiana,356,39.8569,-86.9834
Russellville,Kentucky,7109,36.8393,-86.895
Russellville,Missouri,822,38.5128,-92.4384
Russellville,Ohio,512,38.8673,-83.7878
Russia,Ohio,664,40.2341,-84.4077
Russiaville,Indiana,1119,40.4185,-86.2731
Ruston,Louisiana,21854,32.5329,-92.6363
Ruston,Washington,845,47.2981,-122.51
Ruth,North Carolina,413,35.3824,-81.9448
Rutherford,Tennessee,1067,36.1249,-88.992
Rutherford College,North Carolina,1304,35.7515,-81.527
Rutherfordton,North Carolina,4087,35.3642,-81.9613
Ruthton,Minnesota,221,44.1776,-96.1035
Ruthven,Iowa,682,43.13,-94.8984
Rutland,Illinois,304,40.9838,-89.0413
Rutland,Iowa,122,42.7614,-94.2952
Rutland,North Dakota,156,46.0543,-97.5068
Rutland,Ohio,378,39.041,-82.1279
Rutland,Vermont,15074,43.6091,-72.9782
Rutledge,Alabama,449,31.724,-86.302
Rutledge,Georgia,842,33.6263,-83.6112
Rutledge,Minnesota,221,46.257,-92.8696
Rutledge,Missouri,110,40.314,-92.0876
Rutledge,Tennessee,1355,36.2757,-83.5311
Ryan,Iowa,346,42.3524,-91.4852
Ryan,Oklahoma,750,34.0213,-97.9541
Ryder,North Dakota,78,47.9211,-101.669
Rye,Colorado,165,37.9215,-104.932
Rye Brook,New York,9521,41.0303,-73.6865
Ryegate,Montana,234,46.2985,-109.254
Ryland Heights,Kentucky,1077,38.9701,-84.4607
Sabetha,Kansas,2583,39.9136,-95.7916
Sabin,Minnesota,558,46.7814,-96.6542
Sabina,Ohio,2579,39.4902,-83.6336
Sabinal,Texas,1673,29.3214,-99.4696
Sabula,Iowa,554,42.0665,-90.1766
Sac City,Iowa,2068,42.4217,-94.9979
Sachse,Texas,26046,32.9726,-96.5793
Sackets Harbor,New York,1397,43.9418,-76.1182
Saco,Maine,19964,43.539,-70.4624
Saco,Montana,187,48.4571,-107.341
Sacramento,California,513624,38.5667,-121.468
Sacramento,Kentucky,440,37.416,-87.2678
Sacred Heart,Minnesota,502,44.7817,-95.3507
Saddle Rock,New York,988,40.7947,-73.7494
Saddlebrooke,Missouri,244,36.8283,-93.1968
Sadieville,Kentucky,362,38.3881,-84.5494
Sadler,Texas,383,33.6821,-96.8487
Sadorus,Illinois,390,39.9669,-88.3451
Safety Harbor,Florida,18016,28.008,-82.6964
Safford,Arizona,9983,32.8317,-109.701
Sag Harbor,New York,2283,40.997,-72.2892
Sagaponack,New York,323,40.9302,-72.2726
Sageville,Iowa,101,42.549,-90.7062
Saginaw,Michigan,48115,43.4199,-83.9501
Saginaw,Missouri,302,37.026,-94.4724
Saginaw,Texas,24310,32.8657,-97.3654
Saguache,Colorado,505,38.0863,-106.141
Sahuarita,Arizona,31421,31.9323,-110.965
Sailor Springs,Illinois,93,38.7645,-88.3602
Salado,Texas,2370,30.9462,-97.5281
Salamanca,New York,5402,42.1631,-78.7233
Salamonia,Indiana,160,40.386,-84.8652
Sale City,Georgia,344,31.2625,-84.0214
Salem,Arkansas,1675,34.631,-92.5608
Salem,Illinois,6971,38.6279,-88.959
Salem,Indiana,6201,38.6048,-86.0977
Salem,Iowa,384,40.852,-91.6206
Salem,Kentucky,723,37.2653,-88.241
Salem,Massachusetts,43226,42.5129,-70.902
Salem,Missouri,4919,37.6399,-91.5346
Salem,Nebraska,104,40.0769,-95.7285
Salem,New Jersey,4706,39.5681,-75.4724
Salem,Ohio,11612,40.9049,-80.8491
Salem,Oregon,174365,44.9231,-123.025
Salem,South Carolina,152,34.8879,-82.9752
Salem,South Dakota,1285,43.7228,-97.3894
Salem,Utah,8621,40.054,-111.672
Salem,Virginia,25301,37.2864,-80.0555
Salem,West Virginia,1522,39.2849,-80.5645
Salem Lakes,Wisconsin,14852,42.5366,-88.1307
Salemburg,North Carolina,414,35.0152,-78.5029
Salesville,Arkansas,460,36.241,-92.2769
Salida,Colorado,6082,38.53,-105.998
Salina,Kansas,46550,38.8137,-97.6143
Salina,Oklahoma,1394,36.2907,-95.1519
Salina,Utah,2612,38.9366,-111.867
Salinas,California,155465,36.6884,-121.632
Saline,Louisiana,277,32.163,-92.9766
Saline,Michigan,9343,42.1741,-83.778
Salineville,Ohio,1218,40.6207,-80.8345
Salisbury,Maryland,32935,38.3756,-75.5867
Salisbury,Missouri,1523,39.4233,-92.8025
Salisbury,New York,1861,40.7454,-73.5604
Salisbury,North Carolina,33988,35.6656,-80.4909
Salix,Iowa,387,42.3158,-96.3035
Salley,South Carolina,415,33.5678,-81.3037
Sallis,Mississippi,128,33.0215,-89.7647
Sallisaw,Oklahoma,8497,35.4605,-94.807
Salmon,Idaho,3169,45.1743,-113.895
Salt Lake City,Utah,200567,40.7777,-111.931
Salt Lick,Kentucky,327,38.1193,-83.6156
Saltaire,New York,41,40.6388,-73.1949
Saltillo,Indiana,91,38.6662,-86.2975
Saltillo,Mississippi,5062,34.3789,-88.6939
Saltillo,Tennessee,538,35.3822,-88.2393
Saltville,Virginia,1901,36.8751,-81.7642
Saluda,North Carolina,697,35.2375,-82.3469
Saluda,South Carolina,3605,34.0009,-81.7713
Salyersville,Kentucky,1657,37.7459,-83.0646
Samburg,Tennessee,201,36.3823,-89.3533
Sammamish,Washington,65892,47.6017,-122.042
Sammons Point,Illinois,259,41.0313,-87.8592
Samson,Alabama,1854,31.1124,-86.0462
San Angelo,Texas,101004,31.4424,-100.451
San Anselmo,California,12476,37.9821,-122.57
San Antonio,Florida,1475,28.3396,-82.2787
San Antonio,Texas,1547253,29.4658,-98.5253
San Augustine,Texas,1888,31.5297,-94.1108
San Benito,Texas,24243,26.1298,-97.644
San Bernardino,California,215784,34.1417,-117.295
San Bruno,California,42807,37.6254,-122.431
San Carlos,California,30185,37.4982,-122.268
San Clemente,California,64558,33.4498,-117.61
San Diego,California,1423851,32.8312,-117.123
San Diego,Texas,4221,27.7609,-98.2389
San Dimas,California,33621,34.1082,-117.809
San Elizario,Texas,9089,31.5793,-106.263
San Felipe,Texas,825,29.7965,-96.1051
San Fernando,California,24322,34.2886,-118.436
San Gabriel,California,39899,34.0948,-118.099
San Jacinto,California,49215,33.797,-116.992
San Joaquin,California,4021,36.6057,-120.19
San Jon,New Mexico,202,35.1113,-103.336
San Jose,California,1021795,37.3019,-121.849
San Jose,Illinois,594,40.3051,-89.6048
San Juan,Texas,37008,26.1903,-98.152
San Juan Bautista,California,2104,36.8455,-121.538
San Juan Capistrano,California,35911,33.5009,-117.654
San Leandro,California,88815,37.7071,-122.16
San Leanna,Texas,507,30.1442,-97.8196
San Luis,Arizona,34778,32.4911,-114.709
San Luis,Colorado,658,37.2024,-105.422
San Luis Obispo,California,47459,35.2669,-120.669
San Marcos,California,96664,33.135,-117.174
San Marcos,Texas,64776,29.8736,-97.9381
San Marino,California,13048,34.1224,-118.113
San Mateo,California,104430,37.5521,-122.312
San Pablo,California,30990,37.9628,-122.343
San Patricio,Texas,375,27.9772,-97.7766
San Perlita,Texas,556,26.501,-97.6398
San Rafael,California,58440,37.9905,-122.522
San Ramon,California,75995,37.7625,-121.936
San Saba,Texas,3168,31.1965,-98.7244
San Ysidro,New Mexico,201,32.3568,-106.813
Sanborn,Iowa,1381,43.1814,-95.6553
Sanborn,Minnesota,310,44.2098,-95.1297
Sanborn,North Dakota,170,46.9428,-98.2238
Sanctuary,Texas,321,32.9132,-97.5877
Sand City,California,399,36.6189,-121.848
Sand Fork,West Virginia,148,38.9154,-80.7477
Sand Lake,Michigan,538,44.3276,-83.6711
Sand Rock,Alabama,569,34.2308,-85.7712
Sand Springs,Oklahoma,19905,36.1342,-96.1284
Sandborn,Indiana,404,38.8967,-87.1849
Sanders,Kentucky,235,38.6549,-84.9466
Sandersville,Georgia,5399,32.9827,-82.8089
Sandersville,Mississippi,728,31.7879,-89.0362
Sandoval,Illinois,1214,38.6121,-89.1193
Sandpoint,Idaho,8931,48.2822,-116.561
Sands Point,New York,2905,40.8531,-73.7039
Sandstone,Minnesota,2639,46.1292,-92.8646
Sandusky,Michigan,2520,43.4212,-82.8333
Sandusky,Ohio,24564,41.4437,-82.7149
Sandwich,Illinois,7418,41.6496,-88.6177
Sandy,Oregon,11387,45.3986,-122.269
Sandy,Utah,96380,40.571,-111.85
Sandy Creek,North Carolina,304,34.2812,-78.1529
Sandy Hook,Kentucky,609,38.0929,-83.1241
Sandy Oaks,Texas,4660,29.1821,-98.4081
Sandy Point,Texas,236,29.4013,-95.4816
Sandy Springs,Georgia,109452,33.9366,-84.3703
Sandyfield,North Carolina,418,34.3738,-78.3
Sandyville,Iowa,53,41.3709,-93.3862
Sanford,Alabama,254,31.3006,-86.3975
Sanford,Colorado,887,37.2573,-105.901
Sanford,Florida,61448,28.7893,-81.276
Sanford,Maine,21223,43.4244,-70.7573
Sanford,Michigan,844,43.6777,-84.3803
Sanford,North Carolina,30085,35.4874,-79.1772
Sanford,Texas,156,35.7027,-101.532
Sanger,California,25339,36.699,-119.558
Sanger,Texas,8732,33.3716,-97.1677
Sanibel,Florida,7401,26.4534,-82.1023
Sansom Park,Texas,5748,32.8028,-97.4021
Santa Ana,California,332318,33.7366,-117.882
Santa Anna,Texas,1007,31.7369,-99.3254
Santa Barbara,California,91364,34.4285,-119.72
Santa Clara,California,130365,37.3645,-121.968
Santa Clara,New Mexico,1761,32.7773,-108.154
Santa Clara,Texas,751,29.5911,-98.1614
Santa Clara,Utah,8417,37.1311,-113.656
Santa Clarita,California,212979,34.4175,-118.496
Santa Claus,Georgia,159,32.1712,-82.3298
Santa Claus,Indiana,2411,38.1168,-86.9292
Santa Cruz,California,64608,36.9789,-122.035
Santa Fe,New Mexico,84683,35.6619,-105.982
Santa Fe,Texas,13449,29.3892,-95.1005
Santa Fe Springs,California,17630,33.933,-118.062
Santa Maria,California,107263,34.9334,-120.443
Santa Monica,California,90401,34.0232,-118.481
Santa Paula,California,29806,34.3521,-119.07
Santa Rosa,California,176753,38.4458,-122.707
Santa Rosa,New Mexico,2636,34.936,-104.677
Santa Rosa,Texas,2723,26.2562,-97.8253
Santaquin,Utah,12865,39.9711,-111.794
Santee,California,58081,32.8554,-116.985
Santee,Nebraska,340,42.8386,-97.8495
Santee,South Carolina,900,33.4801,-80.4852
Sapulpa,Oklahoma,21278,36.0089,-96.1006
Sarahsville,Ohio,169,39.8076,-81.4692
Saraland,Alabama,14649,30.8478,-88.1004
Saranac,Michigan,1328,42.9294,-85.2105
Saranac Lake,New York,5200,44.3245,-74.1314
Sarasota,Florida,58285,27.3386,-82.5431
Saratoga,California,30153,37.2684,-122.026
Saratoga,Indiana,236,40.2368,-84.9159
Saratoga,North Carolina,404,35.6537,-77.7753
Saratoga,Wyoming,1615,41.4517,-106.811
Saratoga Springs,New York,28212,43.0674,-73.7775
Saratoga Springs,Utah,33282,40.3449,-111.915
Sarcoxie,Missouri,1551,37.0683,-94.1259
Sardinia,Ohio,1136,39.0072,-83.8022
Sardis,Georgia,960,32.9756,-81.7621
Sardis,Kentucky,101,38.5348,-83.9573
Sardis,Mississippi,1581,34.4355,-89.9114
Sardis,Tennessee,382,35.4424,-88.2913
Sardis City,Alabama,1775,34.1749,-86.1125
Sarepta,Louisiana,826,32.8963,-93.4518
Sargeant,Minnesota,60,43.8057,-92.8006
Sargent,Nebraska,506,41.6399,-99.3688
Sarles,North Dakota,27,48.945,-98.9969
Saronville,Nebraska,45,40.6029,-97.9386
Sartell,Minnesota,18926,45.6187,-94.2207
Sasakwa,Oklahoma,137,34.9469,-96.5253
Sasser,Georgia,255,31.7199,-84.3478
Satanta,Kansas,1130,37.4378,-100.988
Satartia,Mississippi,50,32.672,-90.5445
Satellite Beach,Florida,11130,28.1782,-80.6019
Satsuma,Alabama,6190,30.8577,-88.0632
Saugatuck,Michigan,960,42.6592,-86.2061
Sauget,Illinois,168,38.5845,-90.1611
Sauk Centre,Minnesota,4505,45.736,-94.9523
Sauk City,Wisconsin,3485,43.2722,-89.7312
Sauk Rapids,Minnesota,14146,45.5981,-94.1539
Sauk Village,Illinois,10246,41.4905,-87.5706
Saukville,Wisconsin,4433,43.3847,-87.9439
Saulsbury,Tennessee,91,35.0489,-89.0883
Sault Ste. Marie,Michigan,13420,46.4817,-84.3723
Saunemin,Illinois,404,40.8924,-88.4058
Sausalito,California,7068,37.858,-122.493
Savage,Minnesota,32362,44.7544,-93.3631
Savanna,Illinois,2797,42.0904,-90.1396
Savanna,Oklahoma,645,34.8353,-95.8357
Savannah,Georgia,144464,32.0281,-81.1784
Savannah,Missouri,5223,39.9391,-94.8279
Savannah,Ohio,415,40.9669,-82.3661
Savannah,Tennessee,6933,35.221,-88.236
Savona,New York,780,42.283,-77.2238
Savonburg,Kansas,103,37.7489,-95.1429
Savoy,Illinois,8401,40.06,-88.2552
Savoy,Texas,872,33.5999,-96.3662
Sawmills,North Carolina,5189,35.8162,-81.4779
